clip_id,target_id,frame,x,y,z,toddler looking at face,toddler looking at object,toddler making eye contact,toddler looking away,toddler following gaze,toddler playing alone,toddlers playing together,toddler showing object,toddler smiling,toddler crying,toddler frowning,toddler surprised,toddler neutral face,toddler happy face,moving object,moving person,bright object,dark object,hand reaching,face close-up,body close-up,object close-up,single toddler center,voice off-screen
340.000000,38.000000,1374.000000,10.141964,4.583856,5.329994,0.217668,0.209647,0.212341,0.206253,0.215719,0.164269,0.145649,0.194816,0.183169,0.227387,0.238495,0.209616,0.184029,0.191543,0.131392,0.134605,0.116458,0.131940,0.142432,0.172053,0.130966,0.135381,0.190296,0.164317
340.000000,38.000000,1404.000000,10.275474,4.541559,5.353046,0.218188,0.209663,0.215905,0.198401,0.208291,0.164584,0.152743,0.199487,0.179219,0.237966,0.221809,0.216513,0.182037,0.191714,0.125643,0.131179,0.117191,0.133672,0.144514,0.165971,0.129546,0.131740,0.194906,0.167146
340.000000,38.000000,1434.000000,7.275777,5.040634,3.842321,0.264924,0.247028,0.258183,0.230527,0.248094,0.214367,0.201797,0.247283,0.231349,0.245262,0.233716,0.246808,0.219435,0.230902,0.193140,0.187814,0.178217,0.172411,0.195882,0.206093,0.172613,0.177019,0.201196,0.211415
340.000000,38.000000,1464.000000,9.803605,4.522771,5.429631,0.244681,0.225401,0.230704,0.225773,0.238430,0.174355,0.165835,0.215843,0.212312,0.211662,0.213678,0.212281,0.189027,0.211575,0.141191,0.149841,0.142065,0.138201,0.161751,0.198795,0.155525,0.159227,0.184214,0.175623
340.000000,38.000000,1494.000000,9.839946,4.507894,5.437419,0.228610,0.203167,0.216654,0.206807,0.216288,0.157372,0.147757,0.194861,0.178110,0.221679,0.208945,0.205780,0.180217,0.188436,0.125193,0.130880,0.126716,0.123127,0.155142,0.192143,0.145155,0.142559,0.177424,0.162534
340.000000,38.000000,1524.000000,9.812682,4.518919,5.408620,0.218478,0.198249,0.203445,0.203375,0.206892,0.153556,0.145194,0.189098,0.178826,0.190990,0.205623,0.195906,0.184094,0.183996,0.118284,0.126843,0.119999,0.119791,0.144211,0.183350,0.138209,0.137062,0.178279,0.154762
340.000000,38.000000,1554.000000,9.761255,4.538213,5.393124,0.226631,0.215159,0.212622,0.220597,0.215893,0.174960,0.160064,0.208514,0.196550,0.215073,0.223596,0.203081,0.203628,0.195823,0.135343,0.138110,0.140735,0.136377,0.159353,0.188717,0.146423,0.151407,0.184299,0.165493
340.000000,4.000000,112.000000,7.612049,5.352798,2.336352,0.253418,0.258733,0.249274,0.234286,0.236294,0.234895,0.234031,0.267740,0.216801,0.244219,0.217388,0.267532,0.203362,0.218733,0.191376,0.189978,0.170678,0.166527,0.204292,0.143697,0.156822,0.162051,0.232191,0.214342
340.000000,4.000000,142.000000,7.459060,4.898824,4.761033,0.278696,0.265955,0.235424,0.260039,0.255714,0.224689,0.212907,0.255827,0.229578,0.239591,0.233688,0.240647,0.225317,0.219666,0.194560,0.194173,0.182461,0.190784,0.173541,0.186645,0.169334,0.192118,0.223238,0.214280
340.000000,40.000000,1333.000000,0.123651,7.181370,4.445642,0.178404,0.181659,0.161968,0.162398,0.177999,0.151712,0.143250,0.175064,0.175537,0.174398,0.175288,0.158769,0.156938,0.169689,0.184637,0.165607,0.178023,0.159396,0.182534,0.191064,0.181882,0.214061,0.155607,0.149839
340.000000,42.000000,1338.000000,1.908179,6.272308,5.209859,0.191104,0.175740,0.180309,0.167128,0.187983,0.150420,0.150400,0.178322,0.177147,0.186169,0.187894,0.180191,0.162736,0.171707,0.151032,0.158220,0.148212,0.145258,0.164159,0.177574,0.171985,0.173332,0.167209,0.184265
340.000000,47.000000,1579.000000,7.396496,4.964370,3.952086,0.271678,0.239543,0.263852,0.231382,0.249984,0.203632,0.197821,0.241318,0.221462,0.252323,0.232622,0.240079,0.220877,0.226548,0.184425,0.189343,0.180596,0.173998,0.194066,0.203515,0.166635,0.166771,0.207851,0.202545
340.000000,47.000000,1609.000000,2.809764,8.257393,3.460858,0.208525,0.201052,0.202724,0.180545,0.185669,0.206471,0.225044,0.220681,0.190104,0.219307,0.203437,0.216422,0.178808,0.193419,0.193664,0.201260,0.175339,0.177175,0.199499,0.170646,0.191357,0.180788,0.193299,0.205485
340.000000,48.000000,1607.000000,2.330939,8.127347,4.002348,0.205370,0.180648,0.205318,0.171793,0.181398,0.183999,0.176932,0.182255,0.187447,0.201039,0.186637,0.187846,0.158522,0.188357,0.196857,0.208395,0.190116,0.176943,0.199641,0.188071,0.187283,0.183022,0.151991,0.208761
340.000000,48.000000,1637.000000,8.765849,4.732764,3.564520,0.207651,0.198623,0.191209,0.205946,0.178715,0.177343,0.182171,0.196050,0.167066,0.192655,0.178689,0.189997,0.143896,0.163882,0.144045,0.136072,0.131795,0.130617,0.162262,0.168728,0.155446,0.149731,0.181906,0.172748
340.000000,50.000000,1645.000000,7.495401,5.660694,2.554622,0.258719,0.252652,0.241293,0.246812,0.232462,0.231728,0.222972,0.245827,0.216079,0.222041,0.227525,0.244175,0.189444,0.218553,0.198346,0.195518,0.186368,0.178758,0.190705,0.178225,0.171584,0.171675,0.229019,0.203507
340.000000,50.000000,1675.000000,6.121566,5.784725,3.394844,0.258730,0.252498,0.233187,0.246298,0.227627,0.205723,0.196290,0.249334,0.200562,0.209975,0.218832,0.230520,0.188681,0.201420,0.181693,0.180579,0.170515,0.167777,0.220750,0.182667,0.175478,0.177182,0.217324,0.198207
340.000000,51.000000,1651.000000,6.038523,5.744759,2.547930,0.230947,0.221743,0.228798,0.209384,0.215552,0.231020,0.236632,0.238737,0.225934,0.227513,0.215840,0.223372,0.191936,0.224073,0.193937,0.201433,0.181015,0.181059,0.209966,0.176013,0.187408,0.183773,0.212258,0.198489
340.000000,53.000000,1699.000000,9.115101,5.221334,4.060528,0.290802,0.267305,0.253451,0.259701,0.255445,0.232804,0.222344,0.253882,0.251177,0.252320,0.229238,0.247116,0.233714,0.251885,0.179875,0.183477,0.176343,0.179388,0.193130,0.198687,0.168899,0.180515,0.224414,0.217990
340.000000,54.000000,1703.000000,7.025110,7.624939,2.248175,0.241427,0.241402,0.231072,0.231867,0.222789,0.233601,0.242596,0.254910,0.202635,0.211128,0.203186,0.223171,0.186478,0.190518,0.185151,0.167053,0.158167,0.173668,0.198015,0.151808,0.154659,0.175328,0.224442,0.187783
340.000000,54.000000,1733.000000,6.868688,5.752135,2.903897,0.262662,0.249719,0.248344,0.250313,0.247492,0.236610,0.245613,0.249047,0.224890,0.231291,0.223610,0.238950,0.214612,0.220709,0.199703,0.200686,0.187218,0.183804,0.215880,0.191657,0.189784,0.196404,0.226224,0.210975
340.000000,55.000000,1727.000000,9.594234,4.886280,4.898554,0.255432,0.253805,0.252571,0.256473,0.260715,0.203028,0.192511,0.243067,0.221067,0.235439,0.250110,0.239024,0.222378,0.210124,0.166285,0.168592,0.151225,0.160020,0.180671,0.192177,0.161163,0.166412,0.215714,0.190918
340.000000,55.000000,1757.000000,9.728114,4.864874,4.900259,0.263847,0.237165,0.259622,0.234250,0.243742,0.203293,0.220567,0.228954,0.200043,0.240866,0.253518,0.236043,0.225277,0.198675,0.156401,0.163346,0.142888,0.147533,0.170430,0.194266,0.165863,0.157017,0.210907,0.189687
340.000000,55.000000,1787.000000,10.206829,4.644403,5.236989,0.257054,0.221170,0.245974,0.217955,0.224893,0.199608,0.216044,0.212302,0.217400,0.258364,0.246414,0.222679,0.221642,0.215508,0.141154,0.145074,0.129304,0.141906,0.154124,0.190262,0.148712,0.146217,0.213942,0.179973
340.000000,55.000000,1817.000000,9.032953,5.335399,3.711067,0.268637,0.245572,0.241447,0.266028,0.249561,0.219549,0.232619,0.245503,0.225518,0.238647,0.234531,0.227016,0.213851,0.211740,0.173076,0.176700,0.164273,0.160581,0.196522,0.188241,0.179069,0.175690,0.233529,0.196231
340.000000,56.000000,1803.000000,5.610343,6.243595,3.178966,0.245436,0.233405,0.244417,0.228426,0.234874,0.215854,0.241904,0.262819,0.216081,0.234863,0.220364,0.222522,0.203824,0.201232,0.187666,0.179514,0.163182,0.171692,0.243490,0.176998,0.184715,0.190050,0.231903,0.201495
340.000000,57.000000,1811.000000,0.294434,8.659159,4.412315,0.190271,0.190693,0.189337,0.166544,0.176848,0.171411,0.182144,0.211055,0.173641,0.184513,0.168189,0.184876,0.143560,0.172008,0.210461,0.206932,0.191832,0.185067,0.210640,0.176730,0.213330,0.207591,0.165583,0.215046
340.000000,57.000000,1841.000000,-0.120744,8.610012,3.871168,0.128119,0.136105,0.146206,0.121021,0.125787,0.115846,0.125955,0.152724,0.140521,0.157768,0.152546,0.144485,0.114539,0.118876,0.176455,0.154970,0.148280,0.148017,0.218689,0.169939,0.179659,0.186317,0.122920,0.184599
340.000000,57.000000,1871.000000,0.148703,7.812061,4.051774,0.163112,0.174151,0.168049,0.147872,0.164109,0.142945,0.153065,0.185403,0.174056,0.182689,0.180449,0.167439,0.149125,0.160213,0.165616,0.148896,0.154788,0.160777,0.208646,0.182896,0.177636,0.190253,0.142878,0.183030
340.000000,60.000000,1822.000000,6.658447,3.780614,5.561608,0.244925,0.229767,0.198505,0.240107,0.219038,0.175610,0.178598,0.236443,0.212275,0.218719,0.225536,0.191030,0.209330,0.195186,0.171666,0.160561,0.162296,0.175980,0.170109,0.201131,0.190788,0.192113,0.176196,0.183464
340.000000,61.000000,1827.000000,7.535778,5.600997,2.685361,0.263443,0.253928,0.244424,0.251117,0.243201,0.230136,0.227074,0.246270,0.212489,0.226708,0.229829,0.236002,0.201205,0.208509,0.189235,0.194401,0.169032,0.171243,0.203492,0.180463,0.168102,0.173977,0.231893,0.205243
340.000000,61.000000,1857.000000,7.688917,5.366175,2.422833,0.273807,0.256166,0.255088,0.241191,0.253305,0.228863,0.230089,0.260365,0.223408,0.244782,0.229438,0.256854,0.207566,0.222258,0.192507,0.193810,0.172949,0.175101,0.213162,0.179277,0.159183,0.171583,0.231000,0.215822
340.000000,61.000000,1887.000000,8.587085,5.123785,2.919375,0.251810,0.234427,0.228219,0.237804,0.234790,0.210600,0.214366,0.240664,0.205704,0.220703,0.198670,0.223365,0.191724,0.198970,0.146167,0.153495,0.131568,0.135045,0.173964,0.171897,0.143333,0.160717,0.230640,0.188956
340.000000,61.000000,1917.000000,8.170198,5.266481,2.771505,0.261785,0.247746,0.241044,0.239514,0.234778,0.221728,0.223376,0.244336,0.210249,0.228415,0.217443,0.239409,0.195157,0.208776,0.169165,0.173832,0.153895,0.156360,0.189453,0.177669,0.159777,0.168792,0.231622,0.204538
340.000000,62.000000,1831.000000,6.560682,4.388959,4.572619,0.259322,0.229952,0.237506,0.220827,0.217455,0.196334,0.221692,0.234880,0.209421,0.234056,0.218074,0.225237,0.208436,0.202369,0.183359,0.183914,0.157070,0.162658,0.189566,0.207561,0.184227,0.174235,0.188070,0.192410
340.000000,62.000000,1861.000000,8.991251,4.873426,3.402128,0.220254,0.204106,0.212361,0.211398,0.206178,0.186376,0.213771,0.203739,0.182389,0.199552,0.197452,0.195598,0.168570,0.177024,0.145502,0.142137,0.131970,0.140834,0.164547,0.168471,0.156755,0.154634,0.197803,0.168687
340.000000,62.000000,1891.000000,10.498878,5.801102,4.504634,0.236395,0.232878,0.226054,0.237219,0.230241,0.208342,0.223105,0.224028,0.195696,0.217444,0.232524,0.204349,0.189232,0.189492,0.146900,0.140213,0.132196,0.138159,0.163317,0.181232,0.152428,0.153109,0.208934,0.147485
340.000000,62.000000,1921.000000,10.449559,5.776164,4.475266,0.223102,0.222017,0.227162,0.232239,0.224247,0.190840,0.193946,0.223735,0.195119,0.203703,0.224694,0.195682,0.174578,0.178637,0.147316,0.128784,0.132514,0.131374,0.166514,0.159461,0.142530,0.145252,0.176615,0.137134
340.000000,62.000000,1951.000000,10.809847,5.535934,4.866531,0.230124,0.230167,0.240365,0.220952,0.233006,0.186742,0.184108,0.217747,0.200095,0.220908,0.227893,0.230399,0.193487,0.203585,0.138974,0.136597,0.125778,0.135570,0.148741,0.155547,0.123339,0.129821,0.224027,0.151824
340.000000,62.000000,1981.000000,10.265928,4.631203,5.263863,0.242171,0.219114,0.241851,0.216327,0.230874,0.207372,0.193830,0.216208,0.213369,0.240659,0.272958,0.219486,0.215231,0.226581,0.153711,0.153357,0.136235,0.153443,0.156445,0.180911,0.140423,0.145398,0.216865,0.176196
340.000000,63.000000,1832.000000,-0.734047,8.585530,4.201928,0.135632,0.145611,0.127341,0.134962,0.129707,0.112942,0.124794,0.164779,0.139889,0.164413,0.140071,0.124543,0.099656,0.118461,0.168980,0.133945,0.165622,0.162750,0.177885,0.178919,0.193128,0.206004,0.131873,0.153838
340.000000,69.000000,1924.000000,-0.032910,8.478387,3.893960,0.159043,0.160858,0.154860,0.132679,0.139629,0.135502,0.146776,0.183473,0.153103,0.178096,0.159870,0.151921,0.116875,0.136426,0.173250,0.158548,0.156526,0.158056,0.210458,0.171772,0.188181,0.189395,0.123315,0.168893
340.000000,7.000000,184.000000,7.653977,7.745067,1.827091,0.246644,0.220258,0.233802,0.234685,0.229750,0.214440,0.243865,0.224691,0.218454,0.211638,0.209305,0.212746,0.185674,0.219786,0.162422,0.170507,0.146240,0.145238,0.202817,0.159622,0.158086,0.161618,0.227066,0.173920
340.000000,7.000000,214.000000,5.939923,5.848845,3.441744,0.234317,0.229941,0.220002,0.220488,0.217987,0.191599,0.198494,0.242662,0.206809,0.219838,0.216938,0.209701,0.195284,0.205720,0.177224,0.180381,0.175812,0.164799,0.209403,0.171048,0.175140,0.176481,0.207452,0.201208
340.000000,7.000000,244.000000,7.196608,3.605062,4.361108,0.227311,0.203360,0.214955,0.216888,0.197092,0.178413,0.200200,0.186932,0.203394,0.195968,0.198902,0.195398,0.177200,0.208844,0.148075,0.161041,0.148455,0.139979,0.170116,0.186108,0.153420,0.157788,0.202817,0.165320
340.000000,7.000000,274.000000,9.731988,4.548504,5.387095,0.277625,0.252250,0.245564,0.268580,0.260079,0.193497,0.184723,0.238799,0.235818,0.240119,0.254373,0.232046,0.228591,0.231705,0.167266,0.175360,0.162315,0.165419,0.177901,0.218318,0.175007,0.183955,0.204876,0.182299
340.000000,7.000000,304.000000,7.385787,4.096622,4.522275,0.244309,0.224804,0.217676,0.233449,0.215127,0.217779,0.218554,0.213445,0.214826,0.211693,0.227372,0.212226,0.183743,0.213989,0.167734,0.173447,0.161388,0.166585,0.196302,0.191125,0.188509,0.182730,0.211994,0.188390
340.000000,7.000000,334.000000,8.025911,7.674565,1.974181,0.218718,0.198385,0.206089,0.220488,0.210822,0.185090,0.218313,0.200628,0.184834,0.187702,0.187733,0.186013,0.168373,0.188261,0.128464,0.126560,0.123529,0.125061,0.151276,0.134911,0.124619,0.141812,0.241458,0.142737
340.000000,7.000000,364.000000,0.418391,8.544791,3.523828,0.173359,0.199255,0.162876,0.169248,0.159255,0.165311,0.180127,0.207059,0.163235,0.164352,0.175699,0.157571,0.117582,0.146451,0.205127,0.190675,0.188619,0.204264,0.197556,0.146567,0.190065,0.212106,0.170610,0.185116
340.000000,7.000000,394.000000,6.109685,6.347674,3.154394,0.235343,0.238690,0.212715,0.202374,0.203935,0.198624,0.203387,0.258075,0.202150,0.224876,0.205594,0.215424,0.175552,0.193970,0.190980,0.193296,0.174227,0.193265,0.208526,0.155866,0.166803,0.191399,0.215728,0.197094
340.000000,7.000000,424.000000,0.445061,8.075021,3.704245,0.175963,0.188013,0.157652,0.172515,0.159121,0.154396,0.179877,0.187400,0.160884,0.171621,0.169916,0.152935,0.159176,0.143899,0.194886,0.161695,0.193105,0.215392,0.177951,0.180425,0.193147,0.227818,0.170725,0.173670
340.000000,70.000000,1940.000000,-0.710470,8.578203,4.189312,0.159322,0.159960,0.145858,0.148072,0.142538,0.134360,0.141615,0.174692,0.144054,0.170293,0.139405,0.145741,0.106550,0.121791,0.166311,0.142636,0.165492,0.160602,0.179535,0.179057,0.190422,0.205065,0.138117,0.162254
340.000000,71.000000,1942.000000,-0.267073,7.344444,4.729901,0.200339,0.185116,0.176735,0.181252,0.175117,0.136837,0.142527,0.178544,0.172187,0.185556,0.174412,0.163312,0.147555,0.159119,0.173989,0.167846,0.164320,0.169352,0.184036,0.200071,0.201478,0.200428,0.141531,0.188132
340.000000,71.000000,1972.000000,2.825063,8.266352,3.445407,0.198377,0.193654,0.205594,0.169802,0.178192,0.201053,0.204639,0.204269,0.189461,0.204983,0.181690,0.192921,0.155991,0.181977,0.196703,0.205855,0.173629,0.165803,0.185559,0.168073,0.186463,0.180562,0.179254,0.188042
340.000000,71.000000,2002.000000,7.945050,7.742908,1.934143,0.214890,0.210574,0.209800,0.215476,0.214286,0.208585,0.208036,0.216807,0.202634,0.200924,0.208642,0.200025,0.172784,0.201130,0.146387,0.145889,0.128069,0.134312,0.172055,0.145563,0.141268,0.155079,0.237103,0.151605
340.000000,8.000000,189.000000,2.778396,8.219076,3.464504,0.206042,0.207035,0.209561,0.192572,0.198300,0.212757,0.217175,0.218038,0.201225,0.214107,0.195489,0.203046,0.175375,0.195023,0.203525,0.209065,0.185465,0.177508,0.217928,0.158490,0.193512,0.185413,0.210615,0.214308
340.000000,9.000000,200.000000,8.321981,4.950211,5.524808,0.247282,0.244639,0.224597,0.244815,0.244765,0.197536,0.167208,0.224890,0.224549,0.223554,0.235250,0.231004,0.224893,0.223555,0.154578,0.167145,0.153537,0.158873,0.181632,0.187745,0.158494,0.161449,0.216252,0.180559
340.000000,9.000000,230.000000,2.104513,6.515855,5.070440,0.204311,0.166778,0.187931,0.170699,0.160186,0.155233,0.183187,0.175340,0.174818,0.198297,0.177902,0.182923,0.151102,0.182963,0.166845,0.175518,0.165451,0.153092,0.183741,0.195088,0.188740,0.174200,0.158333,0.187463
348.000000,1.000000,122.000000,7.775939,3.671328,4.884317,0.223325,0.205016,0.204417,0.209376,0.226892,0.158183,0.165413,0.181464,0.170739,0.181336,0.203174,0.189024,0.181609,0.178584,0.140676,0.150562,0.130897,0.141023,0.155460,0.185419,0.145891,0.159767,0.200385,0.169426
348.000000,1.000000,152.000000,11.462947,7.510708,3.519390,0.205853,0.205394,0.242289,0.196613,0.195239,0.181743,0.230433,0.206650,0.166770,0.192909,0.188890,0.194872,0.168165,0.162724,0.123794,0.119285,0.107360,0.117110,0.164897,0.125494,0.110330,0.137044,0.218273,0.174366
348.000000,1.000000,182.000000,9.332326,5.645239,3.836253,0.266463,0.264484,0.258438,0.253866,0.255843,0.221812,0.234536,0.259599,0.234941,0.244126,0.248886,0.247168,0.224253,0.229093,0.181827,0.174638,0.163379,0.162039,0.200456,0.179020,0.160448,0.174659,0.223859,0.204831
348.000000,1.000000,2.000000,6.924705,3.620718,4.389585,0.236955,0.212600,0.223006,0.218884,0.229781,0.175994,0.188059,0.204872,0.187186,0.204435,0.210091,0.219803,0.191064,0.188796,0.164838,0.165851,0.155205,0.162279,0.176407,0.206860,0.170854,0.182976,0.204893,0.192056
348.000000,1.000000,212.000000,9.466697,5.670300,3.888830,0.263309,0.265791,0.261069,0.256387,0.253158,0.213570,0.221641,0.258842,0.227591,0.244170,0.246333,0.255529,0.226407,0.219765,0.175930,0.174331,0.162604,0.166171,0.195993,0.170228,0.148735,0.162151,0.228764,0.197307
348.000000,1.000000,32.000000,7.243929,3.958402,3.482307,0.217411,0.209821,0.201579,0.189506,0.195362,0.184196,0.176188,0.217281,0.187987,0.223352,0.208588,0.235465,0.180632,0.203006,0.159629,0.158786,0.148874,0.159056,0.158839,0.174476,0.147840,0.164388,0.201587,0.217997
348.000000,1.000000,62.000000,7.905838,3.761093,5.030169,0.229794,0.232348,0.222425,0.234528,0.230675,0.189984,0.180036,0.214105,0.204725,0.208959,0.228348,0.208617,0.199139,0.197207,0.154960,0.159284,0.153226,0.155564,0.170600,0.197136,0.165238,0.177646,0.211841,0.189949
348.000000,1.000000,92.000000,8.569510,4.521392,5.002808,0.248794,0.246483,0.244975,0.244787,0.235673,0.203613,0.198394,0.227811,0.219762,0.228401,0.242401,0.232293,0.213806,0.214593,0.168667,0.175896,0.167587,0.157620,0.178022,0.203104,0.173265,0.177569,0.201622,0.200397
348.000000,10.000000,156.000000,-0.274810,7.374696,4.327542,0.181047,0.167474,0.156332,0.146542,0.161847,0.130602,0.142097,0.166515,0.163072,0.171826,0.175796,0.151823,0.162401,0.168437,0.157589,0.153094,0.158842,0.182620,0.178300,0.192516,0.186327,0.203307,0.154873,0.172366
348.000000,104.000000,1314.000000,9.137649,4.888656,3.266577,0.236759,0.220983,0.230368,0.223343,0.214466,0.165667,0.205079,0.205907,0.188463,0.203358,0.213599,0.199024,0.172169,0.181476,0.153902,0.150733,0.135521,0.142117,0.169624,0.181899,0.148453,0.163926,0.211013,0.168729
348.000000,104.000000,1344.000000,7.072036,3.595263,4.950535,0.211838,0.183235,0.193636,0.172826,0.202731,0.168528,0.157539,0.172511,0.204554,0.219256,0.203733,0.185490,0.190339,0.210010,0.144865,0.145102,0.148723,0.151114,0.150893,0.196095,0.153999,0.162157,0.191519,0.179415
348.000000,104.000000,1374.000000,-0.153452,7.469413,5.096030,0.202600,0.176095,0.192246,0.167111,0.196939,0.147794,0.146093,0.159947,0.174897,0.188450,0.183305,0.160559,0.161522,0.161090,0.182342,0.184517,0.174527,0.177867,0.177661,0.223185,0.196530,0.206988,0.162623,0.206453
348.000000,106.000000,1354.000000,6.478882,3.686644,5.726093,0.240109,0.220112,0.231670,0.226299,0.243047,0.182330,0.180233,0.211927,0.223727,0.224763,0.221885,0.203166,0.215400,0.207319,0.183057,0.179617,0.176555,0.174175,0.183065,0.229748,0.187508,0.200893,0.192820,0.192444
348.000000,106.000000,1384.000000,6.919803,4.187873,4.906290,0.217739,0.221880,0.216130,0.202793,0.203476,0.174113,0.181588,0.208857,0.200734,0.214401,0.208710,0.219145,0.198200,0.203790,0.155142,0.160628,0.149951,0.147104,0.158071,0.200338,0.169004,0.174553,0.184572,0.187069
348.000000,106.000000,1414.000000,8.118471,3.887865,3.589895,0.224026,0.222790,0.216430,0.196157,0.207157,0.191809,0.190770,0.221909,0.183906,0.200071,0.191820,0.198128,0.188273,0.179064,0.161639,0.155249,0.150095,0.150354,0.184489,0.183453,0.157051,0.171833,0.225006,0.181313
348.000000,106.000000,1444.000000,6.664311,3.787021,5.566356,0.254707,0.213220,0.212976,0.208386,0.222938,0.165579,0.175271,0.218526,0.217422,0.219412,0.210772,0.190741,0.212159,0.213664,0.169028,0.162512,0.154422,0.149461,0.165790,0.216679,0.182579,0.179585,0.179794,0.189898
348.000000,106.000000,1474.000000,7.178649,3.328178,4.217535,0.223771,0.201029,0.213139,0.206873,0.221028,0.168094,0.181516,0.192331,0.190466,0.193057,0.194563,0.213916,0.184041,0.195575,0.142985,0.152248,0.144290,0.148694,0.173505,0.198814,0.163640,0.175865,0.199184,0.193569
348.000000,107.000000,1356.000000,-0.008103,7.290257,4.975335,0.205597,0.189759,0.192287,0.184045,0.192483,0.165752,0.170642,0.176619,0.189106,0.192645,0.185061,0.183962,0.172394,0.183849,0.176355,0.180230,0.192224,0.185157,0.198901,0.214991,0.208703,0.206621,0.162714,0.206176
348.000000,108.000000,1357.000000,1.535950,6.484046,5.140320,0.203970,0.179482,0.176680,0.157066,0.167845,0.168326,0.175634,0.173706,0.210271,0.220154,0.198097,0.185457,0.176505,0.198242,0.165973,0.167647,0.165797,0.165890,0.176138,0.203559,0.182564,0.179156,0.159905,0.193181
348.000000,109.000000,1361.000000,6.394895,3.718941,5.722776,0.229180,0.214905,0.221144,0.198555,0.225535,0.176307,0.174507,0.204538,0.208771,0.228919,0.224523,0.203586,0.201280,0.196330,0.170523,0.175059,0.167626,0.166759,0.172137,0.207826,0.176144,0.183843,0.177847,0.178391
348.000000,109.000000,1391.000000,6.425955,3.673173,5.771483,0.245180,0.226458,0.211606,0.219598,0.224997,0.182976,0.176003,0.203003,0.208091,0.229326,0.237582,0.204918,0.250233,0.202830,0.172364,0.179729,0.163184,0.180245,0.168842,0.227897,0.192396,0.199326,0.182665,0.188610
348.000000,109.000000,1421.000000,6.414811,3.695618,5.753262,0.249959,0.229219,0.225573,0.223611,0.233135,0.187383,0.186221,0.216794,0.213406,0.237212,0.235955,0.214300,0.220481,0.200469,0.184001,0.188895,0.177057,0.170726,0.188595,0.232850,0.192797,0.204447,0.188929,0.188875
348.000000,11.000000,175.000000,6.701727,4.051433,4.284520,0.271953,0.250799,0.242844,0.243439,0.242823,0.212190,0.225823,0.236655,0.223126,0.229061,0.230635,0.237569,0.219101,0.220377,0.183171,0.197135,0.169011,0.172313,0.196511,0.209885,0.180479,0.193075,0.222605,0.190690
348.000000,11.000000,205.000000,6.497588,4.278202,4.862651,0.255196,0.236090,0.232867,0.234755,0.244476,0.197426,0.193259,0.216960,0.214440,0.221488,0.233368,0.220643,0.209772,0.207290,0.180371,0.191111,0.174857,0.175607,0.190710,0.213754,0.179524,0.183761,0.188722,0.199601
348.000000,110.000000,1374.000000,-0.101516,7.728998,5.210328,0.194539,0.168678,0.182945,0.154735,0.174723,0.161006,0.166411,0.165115,0.167941,0.188942,0.173017,0.167888,0.139393,0.153827,0.201349,0.199027,0.185125,0.187057,0.198435,0.216121,0.207326,0.206375,0.150264,0.221561
348.000000,114.000000,1418.000000,-0.071312,7.804762,5.104055,0.203731,0.183512,0.181839,0.173446,0.181896,0.170044,0.178130,0.183271,0.182686,0.189301,0.175656,0.174600,0.154601,0.175617,0.190687,0.207020,0.182315,0.183342,0.202494,0.202390,0.214695,0.202594,0.157837,0.208517
348.000000,114.000000,1448.000000,6.779942,4.054680,4.643925,0.252402,0.235790,0.245433,0.229739,0.256845,0.186817,0.188854,0.217098,0.196479,0.213023,0.213908,0.216640,0.194202,0.190109,0.183465,0.184926,0.166586,0.168056,0.197876,0.202433,0.168856,0.181968,0.204176,0.202350
348.000000,115.000000,1425.000000,6.834377,3.885471,5.400163,0.273523,0.244866,0.242895,0.244416,0.244462,0.187263,0.190662,0.238436,0.238529,0.246235,0.230509,0.246319,0.249842,0.231245,0.171907,0.169362,0.175867,0.182621,0.184714,0.229513,0.192378,0.206796,0.211447,0.203113
348.000000,115.000000,1455.000000,6.362866,4.425975,4.724449,0.261046,0.232626,0.229723,0.222359,0.225980,0.199771,0.204443,0.226100,0.220428,0.225715,0.210030,0.226972,0.206031,0.214365,0.185000,0.181536,0.172584,0.172850,0.202020,0.222466,0.191092,0.198368,0.197432,0.221548
348.000000,117.000000,1455.000000,6.324744,4.714222,4.553085,0.245125,0.237170,0.228444,0.220843,0.227591,0.197390,0.185151,0.221418,0.213986,0.228012,0.222971,0.220983,0.203862,0.199652,0.186067,0.193466,0.175492,0.172925,0.194447,0.194223,0.178754,0.177768,0.187122,0.203946
348.000000,117.000000,1485.000000,0.166598,7.203694,4.474597,0.200524,0.195707,0.189135,0.188909,0.190376,0.170816,0.170630,0.196687,0.202778,0.197309,0.194605,0.185875,0.183863,0.184873,0.204740,0.201481,0.210794,0.193452,0.215578,0.195923,0.215670,0.217002,0.176108,0.200780
348.000000,118.000000,1478.000000,-0.252356,8.601692,4.205160,0.175220,0.188425,0.168059,0.166691,0.163928,0.157056,0.155584,0.202254,0.160171,0.170779,0.157296,0.171775,0.134860,0.163775,0.207065,0.188952,0.194314,0.203005,0.196327,0.181540,0.214949,0.229188,0.160968,0.191194
348.000000,119.000000,1486.000000,9.475400,4.817132,4.587663,0.241965,0.229814,0.227630,0.222762,0.224190,0.184402,0.186110,0.218325,0.210390,0.216627,0.223017,0.218731,0.206452,0.205776,0.150647,0.155717,0.144152,0.141724,0.167581,0.188076,0.149789,0.157319,0.213114,0.174238
